,Number,Title,Author,Fiction/Non,Date Read,Topic,Pages,Score,ISBN13,Goodreads ID,Description,Rating,Num Ratings,Publication Date,Shelves
141,142,The Great Gatsby,F. Scott Fitzgerald,Fic,October 2018,Fiction,216,8,9780684801520,27451.0,"This is the definitive, textually accurate edition of a classic of twentieth-century literature, The Great Gatsby. The story of the fabulously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan has been acclaimed by generations of readers. But the first edition contained a number of errors resulting from Fitzgerald's extensive revisions and a rushed production schedule. Subsequent printings introduced further departures from the author's words. This edition, based on the Cambridge critical text, restores all the language of Fitzgerald's masterpiece. Drawing on the manuscript and surviving proofs of the novel, along with Fitzgerald's later revisions and corrections, this is the authorized text -- The Great Gatsby as Fitzgerald intended it.",3.92,9897.0,1995-06-01,
142,143,Angela's Ashes,Frank McCourt,Non,October 2018,Autobio/Memoir,452,9,9780007205233,252577.0,"Imbued on every page with Frank McCourt's astounding humor and compassion. This is a glorious book that bears all the marks of a classic.<br /><br />""When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood."" <br /><br />So begins the Pulitzer Prize winning memoir of Frank McCourt, born in Depression-era Brooklyn to recent Irish immigrants and raised in the slums of Limerick, Ireland. Frank's mother, Angela, has no money to feed the children since Frank's father, Malachy, rarely works, and when he does he drinks his wages. Yet Malachy-- exasperating, irresponsible and beguiling-- does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his father's tales of Cuchulain, who saved Ireland, and of the Angel on the Seventh Step, who brings his mother babies. <br /><br />Perhaps it is story that accounts for Frank's survival. Wearing rags for diapers, begging a pig's head for Christmas dinner and gathering coal from the roadside to light a fire, Frank endures poverty, near-starvation and the casual cruelty of relatives and neighbors--yet lives to tell his tale with eloquence, exuberance and remarkable forgiveness. <br /><br />Angela's Ashes, imbued on every page with Frank McCourt's astounding humor and compassion, is a glorious book that bears all the marks of a classic.",4.11,485958.0,2005-10-03,
143,144,Metamorphosis,Franz Kafka,Fic,October 2018,Fiction,98,7,9780141023458,1058052.0,"""As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his domelike brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off completely. His numerous legs, which were pitifully thin compared to the rest of his bulk, waved helplessly before his eyes."" <br /><br />With this startling, bizarre, yet surprisingly funny first opening, Kafka begins his masterpiece, <i>The Metamorphosis</i>. It is the story of a young man who, transformed overnight into a giant beetle-like insect, becomes an object of disgrace to his family, an outsider in his own home, a quintessentially alienated man. A harrowing -- though absurdly comic -- meditation on human feelings of inadequacy, guilt, and isolation, <i>The Metamorphosis</i> has taken its place as one of the most widely read and influential works of twentieth-century fiction. As W.H. Auden wrote, ""Kafka is important to us because his predicament is the predicament of modern man.""",3.81,3131.0,,
144,145,Steppenwolf,Hermann Hesse,Fic,October 2018,Fiction,256,9,9780140282580,16631.0,"<i>Steppenwolf</i> is a poetical self-portrait of a man who felt himself to be half-human and half-wolf. This Faust-like and magical story is evidence of Hesse's searching philosophy and extraordinary sense of humanity as he tells of the humanization of a middle-aged misanthrope. Yet his novel can also be seen as a plea for rigorous self-examination and an indictment of the intellectual hypocrisy of the period. As Hesse himself remarked, ""Of all my books <i>Steppenwolf</i> is the one that was more often and more violently misunderstood than any of the others"".",4.13,100712.0,,
145,146,The Sympathizer,Viet Thanh Nguyen,Fic,October 2018,Fiction,371,6,9780802123459,23168277.0,"It is April 1975, and Saigon is in chaos. At his villa, a general of the South Vietnamese army is drinking whiskey and, with the help of his trusted captain, drawing up a list of those who will be given passage aboard the last flights out of the country. The general and his compatriots start a new life in Los Angeles, unaware that one among their number, the captain, is secretly observing and reporting on the group to a higher-up in the Viet Cong. <i>The Sympathizer</i> is the story of this captain: a man brought up by an absent French father and a poor Vietnamese mother, a man who went to university in America, but returned to Vietnam to fight for the Communist cause. A gripping spy novel, an astute exploration of extreme politics, and a moving love story, <i>The Sympathizer</i> explores a life between two worlds and examines the legacy of the Vietnam War in literature, film, and the wars we fight today.",3.99,47814.0,2015-04-07,
146,147,A Clockwork Orange,Anthony Burgess,Fic,October 2018,Fiction,213,9,9780393312836,227463.0,"A vicious fifteen-year-old droog is the central character of this 1963 classic. In Anthony Burgess's nightmare vision of the future, where criminals take over after dark, the story is told by the central character, Alex, who talks in a brutal invented slang that brilliantly renders his and his friends' social pathology. <i>A Clockwork Orange</i> is a frightening fable about good and evil, and the meaning of human freedom. And when the state undertakes to reform Alex to ""redeem"" him, the novel asks, ""At what cost?""<br /><br />This edition includes the controversial last chapter not published in the first edition and Burgess's introduction ""A Clockwork Orange Resucked.""",4.0,503876.0,,
147,148,East of Eden,John Steinbeck,Fic,October 2018,Fiction,601,10,9780142000656,4406.0,"In his journal, Nobel Prize winner John Steinbeck called East of Eden “the first book,” and indeed it has the primordial power and simplicity of myth. Set in the rich farmland of California’s Salinas Valley, this sprawling and often brutal novel follows the intertwined destinies of two families—the Trasks and the Hamiltons—whose generations helplessly reenact the fall of Adam and Eve and the poisonous rivalry of Cain and Abel.<br /><br />Adam Trask came to California from the East to farm and raise his family on the new rich land. But the birth of his twins, Cal and Aaron, brings his wife to the brink of madness, and Adam is left alone to raise his boys to manhood. One boy thrives nurtured by the love of all those around him; the other grows up in loneliness enveloped by a mysterious darkness.<br /><br />First published in 1952, East of Eden is the work in which Steinbeck created his most mesmerizing characters and explored his most enduring themes: the mystery of identity, the inexplicability of love, and the murderous consequences of love's absence. A masterpiece of Steinbeck's later years, East of Eden is a powerful and vastly ambitious novel that is at once a family saga and a modern retelling of the Book of Genesis.<br /><br />--jacket flap",4.38,383989.0,,
148,149,Stuff Matters,Mark Miodownik,Non,October 2018,Science,272,8,9780544236042,18222843.0,"<b>A <i>New York Times</i> Bestseller</b><br /><br /><b>An eye-opening adventure deep inside the everyday materials that surround us, packed with surprising stories and fascinating science</b><br /><br /> Why is glass see-through? What makes elastic stretchy? Why does a paper clip bend? Why does any material look and behave the way it does? These are the sorts of questions that Mark Miodownik is constantly asking himself. A globally-renowned materials scientist, Miodownik has spent his life exploring objects as ordinary as an envelope and as unexpected as concrete cloth, uncovering the fascinating secrets that hold together our physical world.<br /><br /> In <i>Stuff Matters</i>, Miodownik entertainingly examines the materials he encounters in a typical morning, from the steel in his razor and the graphite in his pencil to the foam in his sneakers and the concrete in a nearby skyscraper. He offers a compendium of the most astounding histories and marvelous scientific breakthroughs in the material world, including:<br /><br /><br />The imprisoned alchemist who saved himself from execution by creating the first European porcelain.<br />The hidden gem of the Milky Way, a planet five times the size of Earth, made entirely of diamond.<br />Graphene, the thinnest, strongest, stiffest material in existence—only a single atom thick—that could be used to make entire buildings sensitive to touch.<br />From the teacup to the jet engine, the silicon chip to the paper clip, the plastic in our appliances to the elastic in our underpants, our lives are overflowing with materials. Full of enthralling tales of the miracles of engineering that permeate our lives, <i>Stuff Matters</i> will make you see stuff in a whole new way.",4.09,10062.0,2014-05-27,
149,150,One Flew Over the Cuckoo's Nest,Ken Kesey,Fic,November 2018,Fiction,281,7,9780141181226,11220.0,"Boisterous, ribald, and ultimately shattering, Ken Kesey's 1962 novel <i>One Flew Over the Cuckoo's Nest</i> has left an indelible mark on the literature of our time. Here is the unforgettable story of a mental ward and its inhabitants, especially the tyrannical Big Nurse Ratched and Randle Patrick McMurphy, the brawling, fun-loving new inmate who resolves to oppose her. We see the struggle through the eyes of Chief Bromden, the seemingly mute half-Indian patient who witnesses and understands McMurphy's heroic attempt to do battle with the awesome powers that keep them all imprisoned.<br /><br />This edition includes a new forward by Kesey, a new text introduction by Robert Faggan, and line drawings the author made when writing the book, many never before published.<br /><br />Cover illustration by Paul Wearing<br /><br />--back cover",4.2,3968.0,,
150,151,Cannery Row,John Steinbeck,Fic,November 2018,Fiction,181,7,9780142000687,4799.0,"<i>Cannery Row</i> is a book without much of a plot. Rather, it is an attempt to capture the feeling and people of a place, the cannery district of Monterey, California, which is populated by a mix of those down on their luck and those who choose for other reasons not to live ""up the hill"" in the more respectable area of town. The flow of the main plot is frequently interrupted by short vignettes that introduce us to various denizens of the Row, most of whom are not directly connected with the central story. These vignettes are often characterized by direct or indirect reference to extreme violence: suicides, corpses, and the cruelty of the natural world.<br /><br />The ""story"" of <i>Cannery Row</i> follows the adventures of Mack and the boys, a group of unemployed yet resourceful men who inhabit a converted fish-meal shack on the edge of a vacant lot down on the Row.<br /><br />Sweet Thursday is the sequel to Cannery Row.",4.04,97557.0,2002-02-05,
151,152,Energy and Civilization,Vaclav Smil,Non,November 2018,History,568,5,9780262035774,31850765.0,"<b>A comprehensive account of how energy has shaped society throughout history, from pre-agricultural foraging societies through today's fossil fuel-driven civilization.</b><br /><br />""I wait for new Smil books the way some people wait for the next 'Star Wars' movie. In his latest book, <i>Energy and Civilization: A History</i>, he goes deep and broad to explain how innovations in humans' ability to turn energy into heat, light, and motion have been a driving force behind our cultural and economic progress over the past 10,000 years.<br /><b>--Bill Gates, </b><b>
  <i>Gates Notes</i>
</b><b>, Best Books of the Year</b><br /><br /><br />Energy is the only universal currency; it is necessary for getting anything done. The conversion of energy on Earth ranges from terra-forming forces of plate tectonics to cumulative erosive effects of raindrops. Life on Earth depends on the photosynthetic conversion of solar energy into plant biomass. Humans have come to rely on many more energy flows--ranging from fossil fuels to photovoltaic generation of electricity--for their civilized existence. In this monumental history, Vaclav Smil provides a comprehensive account of how energy has shaped society, from pre-agricultural foraging societies through today's fossil fuel-driven civilization. <br /><br />Humans are the only species that can systematically harness energies outside their bodies, using the power of their intellect and an enormous variety of artifacts--from the simplest tools to internal combustion engines and nuclear reactors. The epochal transition to fossil fuels affected everything: agriculture, industry, transportation, weapons, communication, economics, urbanization, quality of life, politics, and the environment. Smil describes humanity's energy eras in panoramic and interdisciplinary fashion, offering readers a magisterial overview. This book is an extensively updated and expanded version of Smil's <i>Energy in World History</i> (1994). Smil has incorporated an enormous amount of new material, reflecting the dramatic developments in energy studies over the last two decades and his own research over that time.",4.12,810.0,2017-05-12,
152,153,"Sex, Drugs and Cocoa Puffs",Chuck Klosterman,Non,November 2018,Society,272,4,9780743236010,599.0,"Countless writers and artists have spoken for a generation, but no one has done it quite like Chuck Klosterman. With an exhaustive knowledge of popular culture and an almost effortless ability to spin brilliant prose out of unlikely subject matter, Klosterman attacks the entire spectrum of postmodern America: reality TV, Internet porn, Pamela Anderson, literary Jesus freaks, and the real difference between apples and oranges (of which there is none). And don't even get him started on his love life and the whole Harry-Met-Sally situation. <br /><br />Whether deconstructing <i>Saved by the Bell</i> episodes or the artistic legacy of Billy Joel, the symbolic importance of <i>The Empire Strikes Back</i> or the Celtics/Lakers rivalry, Chuck will make you think, he'll make you laugh, and he'll drive you insane -- usually all at once. <i>Sex, Drugs, and Cocoa Puffs</i> is ostensibly about art, entertainment, infotainment, sports, politics, and kittens, but -- really -- it's about us. All of us. As Klosterman realizes late at night, in the moment before he falls asleep, ""In and of itself, nothing really matters. What matters is that nothing is ever 'in and of itself.'"" Read to believe.",3.74,62409.0,2004-07-02,
153,154,The Power of Moments,Chip Heath,Non,November 2018,Business,320,4,9781501147760,34466952.0,"<b>The <i>New York Times</i> bestselling authors of <i>Switch</i> and <i>Made to Stick</i> explore why certain brief experiences can jolt us and elevate us and change us—and how we can learn to <i>create </i>such extraordinary moments in our life and work.</b><br /><br />While human lives are endlessly variable, our most memorable positive moments are dominated by four elements: elevation, insight, pride, and connection. If we embrace these elements, we can conjure more moments that matter. What if a teacher could design a lesson that he knew his students would remember twenty years later? What if a manager knew how to create an experience that would delight customers? What if you had a better sense of how to create memories that matter for your children?<br /> <br />This book delves into some fascinating mysteries of experience: Why we tend to remember the best or worst moment of an experience, as well as the last moment, and forget the rest. Why “we feel most comfortable when things are certain, but we feel most alive when they’re not.” And why our most cherished memories are clustered into a brief period during our youth.<br /> <br />Readers discover how brief experiences can change lives, such as the experiment in which two strangers meet in a room, and forty-five minutes later, they leave as best friends. (What happens in that time?) Or the tale of the world’s youngest female billionaire, who credits her resilience to something her father asked the family at the dinner table. (What was that simple question?)<br /> <br />Many of the defining moments in our lives are the result of accident or luck—but why would we leave our most meaningful, memorable moments to chance when we can create them? <i>The Power of Moments</i> shows us how to be the author of richer experiences.",4.23,7170.0,2017-10-03,
154,155,Proof,Adam Rogers,Non,November 2018,Science,272,6,9780547897967,18222694.0,"Humans have been perfecting alcohol production for ten thousand years, but scientists are just starting to distill the chemical reactions behind the perfect buzz. In a spirited tour across continents and cultures, Adam Rogers takes us from bourbon country to the world’s top gene-sequencing labs, introducing us to the bars, barflies, and evolving science at the heart of boozy technology. He chases the physics, biology, chemistry, and metallurgy that produce alcohol, and the psychology and neurobiology that make us want it. If you’ve ever wondered how your drink arrived in your glass, or what it will do to you, <i>Proof</i> makes an unparalleled drinking companion.",3.9,2734.0,2014-05-27,
155,156,Of Mice and Men,John Steinbeck,Fic,November 2018,Fiction,103,8,9780142000670,890.0,"The compelling story of two outsiders striving to find their place in an unforgiving world. <br /><br />Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream -- a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. <br /><br />Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, <i>Of Mice and Men</i> has proved one of Steinbeck’s most popular works, achieving success as a novel, a Broadway play and three acclaimed films.",3.87,1785495.0,2002-01-08,
156,157,A Prayer for Owen Meany,John Irving,Fic,November 2018,Fiction,637,7,9780552135399,4473.0,"Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created.",4.23,255245.0,,
157,158,Scale,Geoffrey West,Non,November 2018,Science,481,10,9781594205583,31670196.0,"The former head of the Sante Fe Institute, visionary physicist Geoffrey West is a pioneer in the field of complexity science, the science of emergent systems and networks. The term “complexity” can be misleading, however, because what makes West’s discoveries so beautiful is that he has found an underlying simplicity that unites the seemingly complex and diverse phenomena of living systems, including our bodies, our cities and our businesses. <br /><br /> Fascinated by issues of aging and mortality, West applied the rigor of a physicist to the biological question of why we live as long as we do and no longer. The result was astonishing, and changed science, creating a new understanding of energy use and metabolism: West found that despite the riotous diversity in the sizes of mammals, they are all, to a large degree, scaled versions of each other. If you know the size of a mammal, you can use scaling laws to learn everything from how much food it eats per day, what its heart-rate is, how long it will take to mature, its lifespan, and so on. Furthermore, the efficiency of the mammal’s circulatory systems scales up precisely based on weight: if you compare a mouse, a human and an elephant on a logarithmic graph, you find with every doubling of average weight, a species gets 25% more efficient—and lives 25% longer. This speaks to everything from how long we can expect to live to how many hours of sleep we need. Fundamentally, he has proven, the issue has to do with the fractal geometry of the networks that supply energy and remove waste from the organism's body. <br /><br /> West's work has been game-changing for biologists, but then he made the even bolder move of exploring his work's applicability to cities. Cities, too, are constellations of networks and laws of scalability relate with eerie precision to them. For every doubling in a city's size, the city needs 15% less road, electrical wire, and gas stations to support the same population. More amazingly, for every doubling in size, cities produce 15% more patents and more wealth, as well as 15% more crime and disease. This broad pattern lays the groundwork for a new science of cities.<br /><br /> Recently, West has applied his revolutionary work on cities and biological life to the business world. This investigation has led to powerful insights into why some companies thrive while others fail. The implications of these discoveries are far-reaching, and are just beginning to be explored. <br /> <i>Scale </i>is a thrilling scientific adventure story about the elemental natural laws that bind us together in simple but profound ways. Through the brilliant mind of Geoffrey West, we can envision how cities, companies and biological life alike are dancing to the same simple, powerful tune, however diverse and unrelated they are to each other.<br /><br /><br /><i>From the Hardcover edition.</i>",4.14,1863.0,2017-05-16,
158,159,Why I am not a Christian,Bertrand Russel,Non,November 2018,Religion,266,6,9780671203238,472025.0,"Dedicated as few men have been to the life of reason, Bertrand Russell has always been concerned with the basic questions to which religion also addresses itself -- questions about man's place in the universe and the nature of the good life, questions that involve life after death, morality, freedom, education, and sexual ethics. He brings to his treatment of these questions the same courage, scrupulous logic, and lofty wisdom for which his other work as philosopher, writer, and teacher has been famous. These qualities make the essays included in this book perhaps the most graceful and moving presentation of the freethinker's position since the days of Hume and Voltaire. <p> ""I am as firmly convinced that religions do harm as I am that they are untrue,"" Russell declares in his Preface, and his reasoned opposition to any system or dogma which he feels may shackle man's mind runs through all the essays in this book, whether they were written as early as 1899 or as late as 1954. </p><p> The book has been edited, with Lord Russell's full approval and cooperation, by Professor Paul Edwards of the Philosophy Department of New York University. In an Appendix, Professor Edwards contributes a full account of the highly controversial ""Bertrand Russell Case"" of 1940, in which Russell was judicially declared ""unfit"" to teach philosophy at the College of the City of New York. </p><p> Whether the reader shares or rejects Bertrand Russell's views, he will find this book an invigorating challenge to set notions, a masterly statement of a philosophical position, and a pure joy to read.</p>",4.02,15844.0,1967-10-30,
159,160,Slouching Towards Bethlehem,Joan Didion,Non,December 2018,Society,238,8,9780374521721,424.0,"This classic collection of journalism defined the state of America during the upheaval of the sixties revolution. The essays feature barricades and bombings, mass murders and kidnapped heiresses.",4.21,27704.0,1990-10-01,
160,161,The Perks of Being a Wallflower,Stephen Chbosky,Fic,December 2018,Fiction,213,8,9781982110994,49623822.0,"The critically acclaimed debut novel from Stephen Chbosky, Perks follows observant “wallflower” Charlie as he charts a course through the strange world between adolescence and adulthood. First dates, family drama, and new friends. Sex, drugs, and The Rocky Horror Picture Show. Devastating loss, young love, and life on the fringes. Caught between trying to live his life and trying to run from it, Charlie must learn to navigate those wild and poignant roller-coaster days known as growing up.<br /><br />Listening Length: 6 hours and 18 minutes",4.2,28048.0,,
161,162,The Information,James Gleick,Non,December 2018,Science,527,7,9780375423727,8701960.0,"James Gleick, the author of the best sellers <i>Chaos</i> and <i>Genius,</i> now brings us a work just as astonishing and masterly: a revelatory chronicle and meditation that shows how information has become the modern era’s defining quality—the blood, the fuel, the vital principle of our world. <br /> <br />The story of information begins in a time profoundly unlike our own, when every thought and utterance vanishes as soon as it is born. From the invention of scripts and alphabets to the long-misunderstood talking drums of Africa, Gleick tells the story of information technologies that changed the very nature of human consciousness. He provides portraits of the key figures contributing to the inexorable development of our modern understanding of information: Charles Babbage, the idiosyncratic inventor of the first great mechanical computer; Ada Byron, the brilliant and doomed daughter of the poet, who became the first true programmer; pivotal figures like Samuel Morse and Alan Turing; and Claude Shannon, the creator of information theory itself.<br /> <br />And then the information age arrives. Citizens of this world become experts willy-nilly: aficionados of bits and bytes. And we sometimes feel we are drowning, swept by a deluge of signs and signals, news and images, blogs and tweets. <i>The Information</i> is the story of how we got here and where we are heading.",4.0,11709.0,2011-03-01,
162,163,The Drunkard's Walk,Leonard Mlodinow,Non,December 2018,Science,252,7,9780375424045,2272880.0,"Esta apasionante lectura nos descubre la naturaleza de los procesos arbitrarios de la vida cotidiana y cambia para siempre la percepción que tenemos de ellos. En 1905 Albert Einstein publicó una impactante explicación sobre el movimiento browniano -el movimiento arbitrario de partículas- comparándolo con la clase de movimiento que se observaría en el caminar de un borracho. La comparación se convirtió desde entonces en una poderosa herramienta para entender el movimiento puramente arbitrario que, por definición, no tiene ningún modelo específico.<br />En este nuevo libro, Leonard Mlodinow examina la ley del caminar del borracho en relación con la vida humana diaria, con las diversas decisiones que continuamente tomamos empujados por acontecimientos arbitrarios que, unidos a nuestras reacciones, influyen en la mayor parte de nuestra vida personal.",3.92,15713.0,2008-05-13,
163,164,Chaos,James Gleick,Non,December 2018,Science,352,9,9780140092509,64582.0,"Few writers distinguish themselves by their ability to write about complicated, even obscure topics clearly and engagingly. In <i>Chaos</i>, James Gleick, a former science writer for the <i>New York Times</i>, shows that he resides in this exclusive category. Here he takes on the job of depicting the first years of the study of chaos--the seemingly random patterns that characterise many natural phenomena.<p> This is not a purely technical book. Instead, it focuses as much on the scientists studying chaos as on the chaos itself. In the pages of Gleick's book, the reader meets dozens of extraordinary and eccentric people. For instance, Mitchell Feigenbaum, who constructed and regulated his life by a 26-hour clock and watched his waking hours come in and out of phase with those of his coworkers at Los Alamos National Laboratory.</p><p> As for chaos itself, Gleick does an outstanding job of explaining the thought processes and investigative techniques that researchers bring to bear on chaos problems. Rather than attempt to explain Julia sets, Lorenz attractors and the Mandelbrot Set with gigantically complicated equations, Chaos relies on sketches, photographs and Gleick's wonderful descriptive prose. --<i>Christine Buttery</i></p>",4.01,27065.0,1988-12-01,
164,165,Zero to One,Peter Thiel,Non,December 2018,Business,195,5,9780804139298,18050143.0,"If you want to build a better future, you must believe in secrets.<br /><br />The great secret of our time is that there are still uncharted frontiers to explore and new inventions to create. In Zero to One, legendary entrepreneur and investor Peter Thiel shows how we can find singular ways to create those new things. <br /><br />Thiel begins with the contrarian premise that we live in an age of technological stagnation, even if we’re too distracted by shiny mobile devices to notice. Information technology has improved rapidly, but there is no reason why progress should be limited to computers or Silicon Valley. Progress can be achieved in any industry or area of business. It comes from the most important skill that every leader must master: learning to think for yourself.<br /><br />Doing what someone else already knows how to do takes the world from 1 to n, adding more of something familiar. But when you do something new, you go from 0 to 1. The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won’t make a search engine. Tomorrow’s champions will not win by competing ruthlessly in today’s marketplace. They will escape competition altogether, because their businesses will be unique. <br /><br />Zero to One presents at once an optimistic view of the future of progress in America and a new way of thinking about innovation: it starts by learning to ask the questions that lead you to find value in unexpected places.",4.17,145607.0,2014-09-16,
165,166,Weaponized Lies,Daniel Levitin,Non,December 2018,Science,320,6,9781101983829,33932218.0,"<b>It's raining fringe theories, fake news, and pseudo-facts. These lies are getting repeated. <i>New York Times </i>bestselling author Daniel Levitin shows how to disarm these socially devastating inventions and get the American mind back on track. Here are the fundamental lessons in critical thinking (previously published as <i>A Field Guide to Lies</i>) that we need to know and share now.</b> <br />Investigating numerical misinformation, Daniel Levitin shows how mishandled statistics and graphs can give a grossly distorted perspective and lead us to terrible decisions. Wordy arguments on the other hand can easily be persuasive as they drift away from the facts in an appealing yet misguided way. The steps we can take to better evaluate news, advertisements, and reports are clearly detailed. Ultimately, Levitin turns to what underlies our ability to determine if something is true or false: the scientific method. He grapples with the limits of what we can and cannot know. Case studies are offered to demonstrate the applications of logical thinking to quite varied settings, spanning courtroom testimony, medical decision making, magic, modern physics, and conspiracy theories. <br />This urgently needed book enables us to avoid the extremes of passive gullibility and cynical rejection. As Levitin attests: Truth matters. A post-truth era is an era of willful irrationality, reversing all the great advances humankind has made. Euphemisms like ""fringe theories,"" ""extreme views,"" ""alt truth,"" and even ""fake news"" can literally be dangerous. Let's call lies what they are and catch those making them in the act.",3.76,434.0,2017-03-07,
166,167,The Omnivore's Dilemma,Michael Pollan,Non,December 2018,History,450,7,9781594200823,3109.0,"What should we have for dinner? For omnivore's like ourselves, this simple question has always posed a dilemma: When you can eat just about anything nature (or the supermarket) has to offer, deciding what you should eat will inevitably stir anxiety, especially when some of the foods on offer might shorten your life. Today, buffeted by one food fad after another, America is suffering from what can only be described as a national eating disorder. The omnivore's dilemma has returned with a vengeance, as the cornucopia of the modern American supermarket and fast-food outlet confronts us with a bewildering and treacherous food landscape. What's at stake in our eating choices is not only our own and our children's health, but the health of the environment that sustains life on earth.<br /><br />The Omnivore's Dilemma is a groundbreaking book in which one of America's most fascinating, original, and elegant writers turns his own omnivorous mind to the seemingly straightforward question of what we should have for dinner. The question has confronted us since man discovered fire, but, according to Michael Pollan, the bestselling author of The Botany of Desire, how we answer it today, ath the dawn of the twenty-first century, may well determine our very survival as a species. Should we eat a fast-food hamburger? Something organic&gt; Or perhaps something we hunt, gather or grow ourselves?<br /><br />To find out, Pollan follows each of the food chains that sustain us--industrial food, organic or alternative food, and food we forage ourselves--from the source to a final meal, and in the process develops a definitive account of the American way of eating. His absorbing narrative takes us from Iowa cornfields to food laboratories, from feedlots and fast-food restaurants to organic farms and hunting grounds, always emphasizing our dynamic coevolutionary relationship with the handful of plant and animal species we depend on. Each time Pollan sits down to a meal, he deploys his unique blend of personal and investigative journalism to trace the origins of everything consumed, revealing what we unwittingly ingest and explaining how our taste for particular foods and flavors reflects our evolutionary inheritance.<br /><br />The surprising answers Pollan offers to the simple question posed by this book have profound political, economic, psychological, and even mortal implications for all of us. Ultimately, this is a book as much about visionary solutions as it is about problems, and Pollan contends that, when it comes to food, doing the right thing often turns out to be the tastiest thing an eater can do. Beautifully written and thrillingly argued, The Omnivore's Dilemma promises to change the way we think about the politics and pleasure of eating. For anyone who reads it, dinner will never again look, or taste, quite the same.<br />--jacket",4.18,157558.0,,
167,168,How Not to be Wrong,Jordan Ellenberg,Non,December 2018,Science,480,9,9781594205224,18693884.0,"<b>The <i>Freakonomics </i>of math</b>—<b>a math-world superstar unveils the hidden beauty and logic of the world and puts its power in our hands</b><br /><br />The math we learn in school can seem like a dull set of rules, laid down by the ancients and not to be questioned. In <i>How Not to Be Wrong</i>, Jordan Ellenberg shows us how terribly limiting this view is: Math isn’t confined to abstract incidents that never occur in real life, but rather touches everything we do—the whole world is shot through with it.<br /><br />Math allows us to see the hidden structures underneath the messy and chaotic surface of our world. It’s a science of not being wrong, hammered out by centuries of hard work and argument. Armed with the tools of mathematics, we can see through to the true meaning of information we take for granted: How early should you get to the airport? What does “public opinion” really represent? Why do tall parents have shorter children? Who really won Florida in 2000? And how likely are you, really, to develop cancer?<br /><br /><br /><br /><i>How Not to Be Wrong</i> presents the surprising revelations behind all of these questions and many more, using the mathematician’s method of analyzing life and exposing the hard-won insights of the academic community to the layman—minus the jargon. Ellenberg chases mathematical threads through a vast range of time and space, from the everyday to the cosmic, encountering, among other things, baseball, Reaganomics, daring lottery schemes, Voltaire, the replicability crisis in psychology, Italian Renaissance painting, artificial languages, the development of non-Euclidean geometry, the coming obesity apocalypse, Antonin Scalia’s views on crime and punishment, the psychology of slime molds, what Facebook can and can’t figure out about you, and the existence of God.<br /><br /><br /><br />Ellenberg pulls from history as well as from the latest theoretical developments to provide those not trained in math with the knowledge they need. Math, as Ellenberg says, is “an atomic-powered prosthesis that you attach to your common sense, vastly multiplying its reach and strength.” With the tools of mathematics in hand, you can understand the world in a deeper, more meaningful way. How Not to Be Wrong will show you how.",3.96,9747.0,2014-05-29,
168,169,Breakfast of Champions,Kurt Vonnegut,Fic,December 2018,Fiction,303,8,9780385334204,4980.0,"In <i>Breakfast of Champions,</i> one of Kurt Vonnegut’s  most beloved characters, the aging writer Kilgore Trout, finds to his horror that a Midwest car dealer is taking his fiction as truth. What follows is murderously funny satire, as Vonnegut looks at war, sex, racism, success, politics, and pollution in America and reminds us how to see the truth.",4.07,203231.0,,
169,170,Intensity,Dean Koontz,Fic,December 2018,Fiction,436,6,9780553582918,32439.0,"Past midnight, Chyna Shepard, twenty-six, gazes out a moonlit window, unable to sleep on her first night in the Napa Valley home of her best friend's family. Instinct proves reliable. A murderous sociopath, Edgler Foreman Vess, has entered the house, intent on killing everyone inside. A self-proclaimed ""homicidal adventurer,"" Vess lives only to satisfy all appetites as they arise, to immerse himself in sensation, to live without fear, remorse or limits, to live with ""intensity."" Chyna is trapped in his deadly orbit. <br /><br />Chyna is a survivor, toughened by a lifelong struggle for safety and self-respect. Now she will be tested as never before. At first her sole aim is to get out alive--until, by chance, she learns the identity of Vess's next intended victim, a faraway innocent only she can save. Driven by a newly discovered thirst for meaning beyond mere self-preservation, Chyna musters every inner resource she has to save an endangered girl...as moment by moment, the terrifying threat of Edgler Foreman Vess intensifies.",4.04,65760.0,2000-10-31,
